trigger(1): jgen -> gen, src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java, 65, ParameterName, 9ed3abf2f233a789c28f863221f3da6681b9cf86
155: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestFeatures.java', 195, 'VariableName']
156: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 78, 'ParameterName']
157: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 128, 'ParameterName']
158: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 135, 'ParameterName']
159: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/WritableObjectId.java', 51, 'ParameterName']
160: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ObjectArraySerializer.java', 312, 'ParameterName']
161: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExistingPropertyTypeSerializer.java', 35, 'ParameterName']
162: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/BeanPropertyFilter.java', 41, 'ParameterName']
163: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextualKeyTypes.java', 40, 'ParameterName']
164: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 211, 'ParameterName']
165: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestKeySerializers.java', 45, 'ParameterName']
166: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestMapSerialization.java', 32, 'ParameterName']
167: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 34, 'ParameterName']
168: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializers.java', 127, 'ParameterName']
169: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestNullSerialization.java', 16, 'ParameterName']
170: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 157, 'ParameterName']
171: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONPObject.java', 58, 'ParameterName']
172: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 74, 'ParameterName']
173: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 204, 'ParameterName']
174: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 139, 'ParameterName']
175: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 89, 'ParameterName']
176: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 128, 'ParameterName']
177: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestKeySerializers.java', 17, 'ParameterName']
178: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 90, 'ParameterName']
179: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/node/BaseJsonNode.java', 86, 'ParameterName']
180: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/VirtualBeanPropertyWriter.java', 111, 'ParameterName']
181: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 112, 'ParameterName']
182: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializer.java', 49, 'ParameterName']
183: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/CalendarSerializer.java', 40, 'ParameterName']
184: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 934, 'ParameterName']
185: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 59, 'ParameterName']
186: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExistingPropertyTypeSerializer.java', 55, 'ParameterName']
187: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumMapSerializer.java', 203, 'ParameterName']
188: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializers.java', 139, 'ParameterName']
189: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 185, 'ParameterName']
190: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/deser/TestArrayDeserialization.java', 88, 'ParameterName']
191: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextualSerialization.java', 177, 'ParameterName']
192: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestTypeModifiers.java', 173, 'ParameterName']
193: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 43, 'ParameterName']
194: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 121, 'ParameterName']
195: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 176, 'ParameterName']
196: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 256, 'ParameterName']
197: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/IterableSerializer.java', 62, 'ParameterName']
198: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 203, 'ParameterName']
199: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONWrappedObject.java', 77, 'ParameterName']
200: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 423, 'ParameterName']
201: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/MapProperty.java', 95, 'ParameterName']
202: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 51, 'ParameterName']
203: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/jsontype/TestWithGenerics.java', 90, 'ParameterName']
204: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 228, 'ParameterName']
205: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 210, 'ParameterName']
206: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEmptyClass.java', 39, 'ParameterName']
207: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 108, 'ParameterName']
208: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java', 147, 'ParameterName']
209: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/TypeWrappedSerializer.java', 31, 'ParameterName']
210: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IteratorSerializer.java', 53, 'ParameterName']
211: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java', 65, 'ParameterName']
212: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 80, 'ParameterName']
213: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestAnnotations.java', 141, 'ParameterName']
214: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 145, 'ParameterName']
215: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 114, 'ParameterName']
216: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 78, 'ParameterName']
217: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestVirtualProperties.java', 59, 'ParameterName']
218: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 108, 'ParameterName']
219: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 191, 'ParameterName']
220: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TimeZoneSerializer.java', 21, 'ParameterName']
221: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/JsonValueSerializer.java', 155, 'ParameterName']
222: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ClassSerializer.java', 25, 'ParameterName']
223: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StringSerializer.java', 48, 'ParameterName']
224: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdScalarSerializer.java', 39, 'ParameterName']
225: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyFilter.java', 47, 'ParameterName']
226: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 199, 'ParameterName']
227: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 979, 'ParameterName']
228: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 96, 'ParameterName']
229: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/type/TypeBase.java', 75, 'ParameterName']
230: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumMapSerializer.java', 181, 'ParameterName']
231: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 108, 'ParameterName']
232: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumMapSerializer.java', 265, 'ParameterName']
233: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumSetSerializer.java', 61, 'ParameterName']
234: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExistingPropertyTypeSerializer.java', 45, 'ParameterName']
235: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 221, 'ParameterName']
236: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/filter/TestMapFiltering.java', 65, 'ParameterName']
237: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 509, 'ParameterName']
238: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/MapProperty.java', 104, 'ParameterName']
239: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 84, 'ParameterName']
240: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 325, 'ParameterName']
total 240 recommends

trigger(6): jgen -> gen, src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java, 167, ParameterName, 9ed3abf2f233a789c28f863221f3da6681b9cf86
recommend list:
1: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestTypeModifiers.java', 87, 'ParameterName']
2: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyFilter.java', 71, 'ParameterName']
3: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize2.java', 52, 'ParameterName']
4: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IteratorSerializer.java', 65, 'ParameterName']
5: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/jsontype/TestWithGenerics.java', 80, 'ParameterName']
6: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BooleanSerializer.java', 40, 'ParameterName']
7: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 71, 'ParameterName']
8: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 120, 'ParameterName']
9: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 83, 'ParameterName']
10: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 36, 'ParameterName']
11: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializer.java', 25, 'ParameterName']
12: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ext/DOMSerializer.java', 35, 'ParameterName']
13: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 138, 'ParameterName']
14: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 76, 'ParameterName']
15: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/node/BaseJsonNode.java', 94, 'ParameterName']
16: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestConfig.java', 172, 'VariableName']
17: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ByteArraySerializer.java', 51, 'ParameterName']
18: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestAnyGetter.java', 76, 'ParameterName']
19: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/deser/TestArrayDeserialization.java', 73, 'ParameterName']
20: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 159, 'ParameterName']
21: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ObjectArraySerializer.java', 277, 'ParameterName']
22: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializers.java', 109, 'ParameterName']
23: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize2.java', 44, 'ParameterName']
24: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 234, 'ParameterName']
25: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 83, 'ParameterName']
26: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextAttributeWithSer.java', 22, 'ParameterName']
27: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestCustomSerializers.java', 36, 'ParameterName']
28: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ArraySerializerBase.java', 143, 'ParameterName']
29: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestTypeModifiers.java', 141, 'ParameterName']
30: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/MapEntrySerializer.java', 217, 'ParameterName']
31: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 48, 'ParameterName']
32: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 112, 'ParameterName']
33: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 197, 'ParameterName']
34: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/RawSerializer.java', 29, 'ParameterName']
35: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetSocketAddressSerializer.java', 23, 'ParameterName']
36: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 440, 'ParameterName']
37: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/MapProperty.java', 83, 'ParameterName']
38: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetAddressSerializer.java', 21, 'ParameterName']
39: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetAddressSerializer.java', 37, 'ParameterName']
40: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONPObject.java', 66, 'ParameterName']
41: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/CollectionSerializer.java', 99, 'ParameterName']
42: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 245, 'ParameterName']
43: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/TestObjectMapperBeanDeserializer.java', 37, 'ParameterName']
44: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 526, 'ParameterName']
45: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/IterableSerializer.java', 74, 'ParameterName']
46: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestCollectionSerialization.java', 70, 'ParameterName']
47: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/MapEntrySerializer.java', 269, 'ParameterName']
48: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/node/DecimalNode.java', 97, 'ParameterName']
49: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 198, 'ParameterName']
50: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 164, 'ParameterName']
51: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 311, 'ParameterName']
52: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/FileSerializer.java', 25, 'ParameterName']
53: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 233, 'ParameterName']
54: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 54, 'ParameterName']
55: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 154, 'ParameterName']
56: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 119, 'ParameterName']
57: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextualSerialization.java', 137, 'ParameterName']
58: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 131, 'ParameterName']
59: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 136, 'ParameterName']
60: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 215, 'ParameterName']
61: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 66, 'ParameterName']
62: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumMapSerializer.java', 192, 'ParameterName']
63: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize.java', 120, 'ParameterName']
64: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetSocketAddressSerializer.java', 43, 'ParameterName']
65: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 90, 'ParameterName']
66: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectReader.java', 1033, 'ParameterName']
67: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 209, 'ParameterName']
68: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 144, 'ParameterName']
69: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 132, 'ParameterName']
70: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/TypeWrappedSerializer.java', 36, 'ParameterName']
71: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 179, 'ParameterName']
72: ['jgen', 'gen', 'src/test/java/perf/ManulWritePerfWithUUID.java', 57, 'ParameterName']
73: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 1037, 'ParameterName']
74: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 64, 'ParameterName']
75: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 133, 'ParameterName']
76: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/WritableObjectId.java', 29, 'ParameterName']
77: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONWrappedObject.java', 69, 'ParameterName']
78: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 953, 'ParameterName']
79: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/TestHandlerInstantiation.java', 106, 'ParameterName']
80: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 341, 'ParameterName']
81: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 185, 'ParameterName']
82: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 238, 'ParameterName']
83: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 193, 'ParameterName']
84: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TokenBufferSerializer.java', 49, 'ParameterName']
85: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 224, 'ParameterName']
86: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 92, 'ParameterName']
87: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 83, 'ParameterName']
88: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 197, 'ParameterName']
89: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 95, 'ParameterName']
90: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 58, 'ParameterName']
91: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 112, 'ParameterName']
92: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 172, 'ParameterName']
93: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnwrappingBeanSerializer.java', 124, 'ParameterName']
94: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 137, 'ParameterName']
95: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 115, 'ParameterName']
96: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 91, 'ParameterName']
97: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 119, 'ParameterName']
98: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 197, 'ParameterName']
99: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 124, 'ParameterName']
100: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 107, 'ParameterName']
101: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestMapSerialization.java', 45, 'ParameterName']
102: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TokenBufferSerializer.java', 30, 'ParameterName']
103: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 149, 'ParameterName']
104: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TimeZoneSerializer.java', 16, 'ParameterName']
105: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 136, 'ParameterName']
106: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 104, 'ParameterName']
107: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 149, 'ParameterName']
108: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FailingSerializer.java', 33, 'ParameterName']
109: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 110, 'ParameterName']
110: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestFeatures.java', 216, 'VariableName']
111: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestCustomSerializers.java', 159, 'ParameterName']
112: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize3.java', 16, 'ParameterName']
113: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/deser/TestCustomDeserializers.java', 133, 'ParameterName']
114: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 136, 'ParameterName']
115: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumSetSerializer.java', 48, 'ParameterName']
116: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/filter/TestMapFiltering.java', 49, 'ParameterName']
117: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 172, 'ParameterName']
118: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 217, 'ParameterName']
119: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 126, 'ParameterName']
120: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 71, 'ParameterName']
121: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnwrappingBeanSerializer.java', 109, 'ParameterName']
122: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 56, 'ParameterName']
123: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/AttributePropertyWriter.java', 77, 'ParameterName']
124: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/AtomicReferenceSerializer.java', 38, 'ParameterName']
125: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 94, 'ParameterName']
126: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 144, 'ParameterName']
